city,state,country,population,zip_code
Kronjo,Jawa Barat,Indonesia,65599,77262
Qarqan,Xinjiang,China,65572,81327
Bom Jesus da Lapa,Bahia,Brazil,65550,67225
Korba,Nabeul,Tunisia,65542,83994
Piripiri,Piaui,Brazil,65538,27221
Xarardheere,Mudug,Somalia,65523,58506
San Francisco El Alto,Totonicapan,Guatemala,65521,30968
Malden,Massachusetts,United States,65509,92606
Sindelfingen,Baden-Wurttemberg,Germany,65504,37937
San Antonio Suchitepequez,Suchitepequez,Guatemala,65501,72435
Kanhangad,Kerala,India,65499,59508
Shanxia,Guangdong,China,65497,51831
Xiantangcun,Guangdong,China,65491,52933
Al Minshah,Suhaj,Egypt,65484,57307
Los Amates,Izabal,Guatemala,65475,58340
Xieqiaocun,Zhejiang,China,65473,96338
Jaisalmer,Rajasthan,India,65471,53601
Seydisehir,Konya,Turkey,65465,85956
Kurabur,Karnataka,India,65456,82178
Ain Defla,Ain Defla,Algeria,65453,95311
Gniezno,Wielkopolskie,Poland,65452,38754
Dundalk,Maryland,United States,65441,53310
Sao Bento do Sul,Santa Catarina,Brazil,65437,79893
Narok,Narok,Kenya,65430,96799
Sao Felix do Xingu,Para,Brazil,65418,58367
Albany,Oregon,United States,65410,23201
Aran Bidgol,Esfahan,Iran,65404,12739
Castro Valley,California,United States,65389,23231
Baqershahr,Tehran,Iran,65388,52495
Giddarbaha,Punjab,India,65370,31168
Taby,Stockholm,Sweden,65364,42624
Purulha,Baja Verapaz,Guatemala,65340,20635
Rovaniemi,Lappi,Finland,65329,19964
Dalton,Georgia,United States,65317,37785
Villa Curuguaty,Canindeyu,Paraguay,65310,92797
Tamluk,West Bengal,India,65306,94790
Wels,Oberosterreich,Austria,65303,86928
Hadjout,Tipaza,Algeria,65300,22336
Jamjamal,As Sulaymaniyah,Iraq,65300,87475
Sinnar,Maharashtra,India,65299,37412
Pavlovskiy Posad,Moskovskaya Oblast,Russia,65297,92212
Vaijapur,Maharashtra,India,65296,85379
Jocotitlan,Mexico,Mexico,65291,55591
Lynwood,California,United States,65291,71750
Solano,Nueva Vizcaya,Philippines,65287,45454
Quezon,Palawan,Philippines,65283,72672
Pruszkow,Mazowieckie,Poland,65283,37228
Birnin Konni,Tahoua,Niger,65252,24429
Ouricuri,Pernambuco,Brazil,65245,94294
Tigbauan,Iloilo,Philippines,65245,77808
Jagraon,Punjab,India,65240,92886
Alipur Duar,West Bengal,India,65232,63015
Debre Birhan,Amara,Ethiopia,65231,98074
Pateros,Philippines,Philippines,65227,78936
Plauen,Saxony,Germany,65218,90907
Dhuri,Punjab,India,65215,67378
Rechytsa,Homyelskaya Voblasts,Belarus,65213,47310
Xibang,Jiangsu,China,65211,93683
Halabjah,As Sulaymaniyah,Iraq,65200,78827
Rosenheim,Bavaria,Germany,65192,45256
Kitamoto,Saitama,Japan,65191,86428
Dormagen,North Rhine-Westphalia,Germany,65170,48889
Irpin,Kyivska Oblast,Ukraine,65167,61428
Guider,Nord,Cameroon,65165,47207
Pflugerville,Texas,United States,65162,60255
San Jose,Antique,Philippines,65140,15409
Toboali,Kepulauan Bangka Belitung,Indonesia,65138,52438
Sebring,Florida,United States,65138,17869
Villach,Karnten,Austria,65127,66862
Kenner,Louisiana,United States,65113,97937
Clichy,Ile-de-France,France,65102,35958
Xinbin,Liaoning,China,65100,86302
Kalush,Ivano-Frankivska Oblast,Ukraine,65088,29768
Estancia,Sergipe,Brazil,65078,36145
Itaberaba,Bahia,Brazil,65073,85622
Rath,Uttar Pradesh,India,65056,36442
Ogoshi,Kumamoto,Japan,65054,91948
Villasis,Pangasinan,Philippines,65047,35596
Mecheria,Naama,Algeria,65043,85791
Zeist,Utrecht,Netherlands,65043,52406
Gurupi,Tocantins,Brazil,65034,50524
Farnborough,Hampshire,United Kingdom,65034,33332
Bazar-e Yakawlang,Bamyan,Afghanistan,65000,25764
Patuakhali,Khulna,Bangladesh,65000,37563
Kanyobagonga,Nord-Kivu,Congo (Kinshasa),65000,97675
Tasgaon,Maharashtra,India,65000,46370
Popondetta,Northern,Papua New Guinea,65000,15062
Saidu Sharif,Khyber Pakhtunkhwa,Pakistan,65000,54645
Matamey,Zinder,Niger,64988,17244
Port Charlotte,Florida,United States,64971,16372
Caripito,Monagas,Venezuela,64955,95501
Maasin,Sarangani,Philippines,64940,74471
Keitumkawn,Mizoram,India,64937,26956
Autlan de Navarro,Jalisco,Mexico,64931,50473
Busia,Busia,Uganda,64900,23894
Ioannina,Ipeiros,Greece,64896,79586
La Ceja,Antioquia,Colombia,64889,26709
Kolonnawa,Western,Sri Lanka,64887,91258
Coyula,Jalisco,Mexico,64886,25210
Loughborough,Leicestershire,United Kingdom,64880,59510
Chiquimulilla,Santa Rosa,Guatemala,64871,48674
Don Torcuato,Buenos Aires,Argentina,64867,27733
Tigre,Buenos Aires,Argentina,64867,30080
Nagcarlan,Laguna,Philippines,64866,63412
Palaio Faliro,Attiki,Greece,64863,68971
Ladysmith,KwaZulu-Natal,South Africa,64855,49709
Tomigusuku,Okinawa,Japan,64850,69846
Igarape-Miri,Para,Brazil,64831,75480
Bordj Menaiel,Boumerdes,Algeria,64820,62960
Gwacheon,Gyeonggi,"Korea, South",64817,51152
Sabinas,Coahuila,Mexico,64811,37250
Ostrowiec Swietokrzyski,Swietokrzyskie,Poland,64796,95765
Soloma,Huehuetenango,Guatemala,64772,58137
As Suwayda',As Suwayda,Syria,64730,92011
Waltham,Massachusetts,United States,64723,56412
Weishui,Hebei,China,64722,53876
Chipindo,Huila,Angola,64714,83664
Faizabad,Badakhshan,Afghanistan,64704,60227
Sangzishi,Hunan,China,64700,42450
Oued Rhiou,Relizane,Algeria,64685,94433
Kensington,Kensington and Chelsea,United Kingdom,64681,83704
Meulaboh,Aceh,Indonesia,64646,16861
Marinilla,Antioquia,Colombia,64645,71914
Gerli,Buenos Aires,Argentina,64640,73888
Commerce City,Colorado,United States,64640,89286
Binga,Mongala,Congo (Kinshasa),64639,71293
Santo Domingo Tehuantepec,Oaxaca,Mexico,64639,92524
Fredericton,New Brunswick,Canada,64614,78515
Nea Ionia,Attiki,Greece,64611,33524
Brentwood,California,United States,64609,17065
Boston,Lincolnshire,United Kingdom,64600,47684
Grevenbroich,North Rhine-Westphalia,Germany,64588,98720
Lechang,Shanxi,China,64587,43365
Faro,Faro,Portugal,64560,68876
Pirane,Formosa,Argentina,64556,33704
Narapalli,Andhra Pradesh,India,64542,67857
Fujioka,Gunma,Japan,64539,15622
Tulkarm,West Bank,West Bank,64532,93797
Quimper,Bretagne,France,64530,97700
Ivry-sur-Seine,Ile-de-France,France,64526,89332
Beloretsk,Bashkortostan,Russia,64525,76201
Isabela,Negros Occidental,Philippines,64516,42694
Hilongos,Leyte,Philippines,64514,99766
North Little Rock,Arkansas,United States,64504,32995
Arrecife,Canary Islands,Spain,64497,90141
Palitana,Gujarat,India,64497,92999
Roeselare,Flanders,Belgium,64495,18419
South San Francisco,California,United States,64487,57952
Rivera,Rivera,Uruguay,64465,43837
Rahat,Southern,Israel,64462,80799
Itamaraju,Bahia,Brazil,64455,58877
Al Qurayn,Ash Sharqiyah,Egypt,64453,55687
Dharmapuri,Tamil Nadu,India,64444,47276
Apaseo el Alto,Guanajuato,Mexico,64443,44523
Sokhumi,Abkhazia,Georgia,64441,76055
Idappadi,Tamil Nadu,India,64435,64615
Hiriyur,Karnataka,India,64423,20514
Porto Nacional,Tocantins,Brazil,64418,57456
Paignton,Devon,United Kingdom,64410,17233
Potenza,Basilicata,Italy,64406,11102
Neubrandenburg,Mecklenburg-Western Pomerania,Germany,64390,76133
Chunian,Punjab,Pakistan,64386,56715
Malvar,Batangas,Philippines,64379,95193
Santiago Tianguistenco,Mexico,Mexico,64365,16256
Bellevue,Nebraska,United States,64355,74800
Waterlooville,Hampshire,United Kingdom,64350,51548
Sirsi,Uttar Pradesh,India,64345,82090
Sibulan,Negros Oriental,Philippines,64343,88200
Povoa de Varzim,Porto,Portugal,64320,52367
Ash Shaykh Zuwayd,Shamal Sina,Egypt,64305,99922
Chervonohrad,Lvivska Oblast,Ukraine,64297,80382
Burnsville,Minnesota,United States,64295,36205
Saravia,Negros Occidental,Philippines,64290,35570
Valence,Auvergne-Rhone-Alpes,France,64288,40255
Burhaniye,Balkesir,Turkey,64283,31182
Seraing,Wallonia,Belgium,64270,49373
Glogow,Dolnoslaskie,Poland,64261,53019
Atimonan,Quezon,Philippines,64260,72619
Rayong,Rayong,Thailand,64256,26043
Misantla,Veracruz,Mexico,64249,55532
Bourges,Centre-Val de Loire,France,64238,75936
Greenwood,Indiana,United States,64237,29239
Kodad,Andhra Pradesh,India,64234,20416
Sangmelima,Sud,Cameroon,64227,13412
Alba Iulia,Alba,Romania,64227,91976
Cienaga de Oro,Cordoba,Colombia,64226,34406
Ferrol,Galicia,Spain,64218,11875
Bertioga,Sao Paulo,Brazil,64188,47066
Qinggang,Heilongjiang,China,64182,15752
Granollers,Catalonia,Spain,64181,96753
La Linea de la Concepcion,Andalusia,Spain,64177,88025
Tadepalle,Andhra Pradesh,India,64149,11353
Grande Prairie,Alberta,Canada,64141,36986
Rowlett,Texas,United States,64139,96907
Welkom,Free State,South Africa,64130,24691
Qal`ah-ye Now,Badghis,Afghanistan,64125,79847
San Felipe,Valparaiso,Chile,64120,58075
Yanagawa,Fukuoka,Japan,64120,20794
Pomezia,Lazio,Italy,64119,78470
Boryspil,Kyivska Oblast,Ukraine,64117,26406
Plettenberg Bay,Western Cape,South Africa,64108,85930
Siuna,Costa Caribe Norte,Nicaragua,64092,36872
Talagang,Punjab,Pakistan,64083,51708
Teresa,Rizal,Philippines,64072,30800
Randers,Midtjylland,Denmark,64057,53397
Kristiansand,Agder,Norway,64057,47909
Ishimbay,Bashkortostan,Russia,64041,31352
Antony,Ile-de-France,France,64026,25438
Armur,Andhra Pradesh,India,64023,98921
Laguna Niguel,California,United States,64023,54999
Atotonilco el Alto,Jalisco,Mexico,64009,28482
Guiseley,Leeds,United Kingdom,64000,42471
Ensenada Berisso,Buenos Aires,Argentina,63997,57279
Kashmor,Sindh,Pakistan,63984,64213
Sodegaura,Chiba,Japan,63975,23026
Tiquisate,Escuintla,Guatemala,63971,95184
Tuao,Cagayan,Philippines,63970,15435
Bankra,West Bengal,India,63957,18493
Nawalgarh,Rajasthan,India,63948,82227
Tupa,Sao Paulo,Brazil,63928,69321
Bozeman,Montana,United States,63917,12763
Lower Merion,Pennsylvania,United States,63903,30389
Most,Ustecky Kraj,Czechia,63882,41498
Tohana,Haryana,India,63871,73755
Nieuwegein,Utrecht,Netherlands,63866,45825
Penedo,Alagoas,Brazil,63846,26934
Santa Cruz,Zambales,Philippines,63839,15574
Inhambane,Inhambane,Mozambique,63837,48179
Donskoy,Tulskaya Oblast,Russia,63837,11587
Sibalom,Antique,Philippines,63833,52782
Port Orange,Florida,United States,63818,64412
Trnava,Trnava,Slovakia,63803,70561
Kangbao,Hebei,China,63779,87224
Khagaul,Bihar,India,63763,14409
Cosenza,Calabria,Italy,63760,81319
Tenri,Nara,Japan,63760,36751
Dalja,Al Minya,Egypt,63751,48174
Ponferrada,Castille-Leon,Spain,63747,66572
Magong,Penghu,Taiwan,63745,71416
Guamuchil,Sinaloa,Mexico,63743,22041
Odendaalsrus,Free State,South Africa,63743,33227
Chakpi Karong,Manipur,India,63730,45201
Ambarawa,Jawa Tengah,Indonesia,63725,46069
Sundapalaiyam,Tamil Nadu,India,63724,92190
Fraijanes,Guatemala,Guatemala,63721,36370
Jatani,Odisha,India,63697,21586
Chokwe,Gaza,Mozambique,63695,60231
Kurihara,Miyagi,Japan,63689,15322
Zvornik,"Srpska, Republika",Bosnia and Herzegovina,63686,75294
Nawa,Dara,Syria,63676,89468
Maroochydore,Queensland,Australia,63673,39299
Chincha Alta,Ica,Peru,63671,80793
Jose Panganiban,Camarines Norte,Philippines,63662,56501
Siemianowice Slaskie,Slaskie,Poland,63657,67134
Irun,Basque Country,Spain,63656,19777
Chik Ballapur,Karnataka,India,63652,21249
Athni,Karnataka,India,63625,31390
Dedougou,Boucle du Mouhoun,Burkina Faso,63617,30369
Fredrikstad,Viken,Norway,63610,22881
Oyo,Cuvette,Congo (Brazzaville),63598,19587
Capao da Canoa,Rio Grande do Sul,Brazil,63594,84327
Tanjung Selor,Kalimantan Utara,Indonesia,63588,97911
Hornchurch,Havering,United Kingdom,63583,98147
Assi Bou Nif,Oran,Algeria,63581,17833
Maidenhead,Windsor and Maidenhead,United Kingdom,63580,57013
Yangqingcun,Guangdong,China,63578,73620
Benevides,Para,Brazil,63567,25754
At Tall,Rif Dimashq,Syria,63554,88113
Reston,Virginia,United States,63542,96784
Midoun,Medenine,Tunisia,63528,45282
Yattir,West Bank,West Bank,63511,46737
San Clemente,California,United States,63510,34124
Asahi,Chiba,Japan,63507,80102
Stupino,Moskovskaya Oblast,Russia,63506,12196
Slatina,Olt,Romania,63487,71527
Bhairahawa,Lumbini,Nepal,63483,95395
Badr Hunayn,Al Madinah al Munawwarah,Saudi Arabia,63468,21345
Caldwell,Idaho,United States,63465,44077
Khulays,Makkah al Mukarramah,Saudi Arabia,63445,76400
Friedrichshafen,Baden-Wurttemberg,Germany,63441,22055
Tajumulco,San Marcos,Guatemala,63405,95283
Fengang,Zhejiang,China,63400,54484
Akurana,Central,Sri Lanka,63397,87514
Mitcham,Merton,United Kingdom,63393,45771
Medicine Hat,Alberta,Canada,63382,67654
Feltham,Hounslow,United Kingdom,63368,56540
Sumbawa Besar,Nusa Tenggara Barat,Indonesia,63362,93151
Coon Rapids,Minnesota,United States,63348,39377
Ito,Shizuoka,Japan,63343,59573
Millcreek,Utah,United States,63342,52733
Dhuburi,Assam,India,63338,21760
Fujiidera,Osaka,Japan,63338,35762
Mirassol,Sao Paulo,Brazil,63337,60986
Vittoria,Sicilia,Italy,63316,44332
Prilep,Prilep,North Macedonia,63308,50100
Stourbridge,Dudley,United Kingdom,63298,14944
Mercedes,Buenos Aires,Argentina,63284,58825
Galgamuwa,North Western,Sri Lanka,63273,23877
Ban Lam Sam Kaeo,Pathum Thani,Thailand,63271,39990
Abu Qurqas,Al Minya,Egypt,63264,65283
Kelaa Kebira,Sousse,Tunisia,63264,13258
Eden Prairie,Minnesota,United States,63249,41629
Kitale,Trans Nzoia,Kenya,63245,47579
Cajazeiras,Paraiba,Brazil,63239,32958
Ouled Djellal,Ouled Djellal,Algeria,63237,49465
Parkersburg,West Virginia,United States,63236,95853
Banda del Rio Sali,Tucuman,Argentina,63226,25775
Gorno-Altaysk,Altay,Russia,63214,86575
Anuradhapura,Northern,Sri Lanka,63208,44207
Tartagal,Salta,Argentina,63196,32553
Lugano,Ticino,Switzerland,63185,63632
Gadwal,Andhra Pradesh,India,63177,10055
Tetovo,Tetovo,North Macedonia,63176,98697
Horsens,Midtjylland,Denmark,63162,42873
Rockhampton,Queensland,Australia,63151,90720
Qurayyat,Masqat,Oman,63133,76205
Hamilton,Ohio,United States,63124,88199
Teoloyucan,Mexico,Mexico,63115,35318
Sidi Barani,Matruh,Egypt,63098,43734
Novaya Balakhna,Nizhegorodskaya Oblast,Russia,63083,92227
Visnagar,Gujarat,India,63073,28522
Nankana Sahib,Punjab,Pakistan,63073,21656
Puerto Asis,Putumayo,Colombia,63067,25893
Nago,Okinawa,Japan,63060,26493
Klintsy,Bryanskaya Oblast,Russia,63059,13632
San Fernando,Bukidnon,Philippines,63045,98648
Moore,Oklahoma,United States,63045,71779
Vaslui,Vaslui,Romania,63035,48452
Nyagan,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Russia,63034,23266
Lakewood,Washington,United States,63034,71607
Pamuru,Andhra Pradesh,India,63017,26940
Kasongo,Maniema,Congo (Kinshasa),63000,34003
Machiques,Zulia,Venezuela,63000,44815
Kaga,Ishikawa,Japan,62997,40869
Kelibia,Nabeul,Tunisia,62993,59297
Rochester,Medway,United Kingdom,62982,70107
Batatais,Sao Paulo,Brazil,62980,92793
Bay City,Michigan,United States,62979,26682
Miyoshi,Aichi,Japan,62963,29622
Pabianice,odzkie,Poland,62954,40408
Halton Hills,Ontario,Canada,62951,18837
Dewsbury,Kirklees,United Kingdom,62945,74210
Beledweyne,Hiiraan,Somalia,62945,25407
Sheikhpura,Bihar,India,62927,39309
Marina di Carrara,Tuscany,Italy,62923,81918
Narlidere,Izmir,Turkey,62923,28895
Mahdasht,Tehran,Iran,62910,96912
La Seyne-sur-Mer,Provence-Alpes-Cote dAzur,France,62905,10370
Yurimaguas,Loreto,Peru,62903,10486
Campo Bom,Rio Grande do Sul,Brazil,62886,33762
Sirsi,Karnataka,India,62882,36613
Balboa Heights,Panama,Panama,62882,13196
Mut,Mersin,Turkey,62874,86349
Dmitrov,Moskovskaya Oblast,Russia,62869,74839
Washim,Maharashtra,India,62863,51916
Calinog,Iloilo,Philippines,62853,18572
Tres Arroyos,Buenos Aires,Argentina,62835,38225
Bossier City,Louisiana,United States,62832,55853
Palmela,Setubal,Portugal,62831,59390
Brookline,Massachusetts,United States,62822,42275
Moncada,Tarlac,Philippines,62819,82379
Balad,Salah ad Din,Iraq,62817,11105
Itupeva,Sao Paulo,Brazil,62813,69896
Moknine,Monastir,Tunisia,62802,53209
Gampaha,Western,Sri Lanka,62797,52487
Woking,Surrey,United Kingdom,62796,28051
Tamana,Kumamoto,Japan,62784,87400
Nanpara,Uttar Pradesh,India,62782,76961
Tan Phuoc Khanh,Binh Duong,Vietnam,62778,70156
Castellammare di Stabia,Campania,Italy,62772,67175
Bansalan,Davao del Sur,Philippines,62737,16849
Champasak,Champasak,Laos,62728,28976
Schwabisch Gmund,Baden-Wurttemberg,Germany,62726,66866
Bari,Rajasthan,India,62721,57078
Lingshou,Hebei,China,62713,41113
Limerick,Limerick,Ireland,62702,25401
Gusang,Hunan,China,62700,22884
Qoryooley,Shabeellaha Hoose,Somalia,62700,94360
Dovzhansk,Luhanska Oblast,Ukraine,62691,47563
Bensalem,Pennsylvania,United States,62689,44414
Koro,Mopti,Mali,62681,26142
Tandag,Surigao del Sur,Philippines,62669,81492
Plymouth,Massachusetts,United States,62656,89464
Midalt,Draa-Tafilalet,Morocco,62648,85257
Boadilla del Monte,Madrid,Spain,62627,86693
Svyetlahorsk,Homyelskaya Voblasts,Belarus,62602,45135
Carmen de Viboral,Antioquia,Colombia,62581,82232
Kapatagan,Lanao del Norte,Philippines,62571,37862
Council Bluffs,Iowa,United States,62564,15190
Anse a Galets,Ouest,Haiti,62559,80199
Ico,Ceara,Brazil,62521,14331
Debre Mark'os,Amara,Ethiopia,62497,62186
Montauban,Occitanie,France,62487,54648
Acton,Ealing,United Kingdom,62480,38549
Nagakute,Aichi,Japan,62473,91782
Huntersville,North Carolina,United States,62458,35761
Mobarakeh,Esfahan,Iran,62454,13262
Phalia,Punjab,Pakistan,62453,61259
Troyes,Grand Est,France,62443,82572
Pervomaisk,Mykolaivska Oblast,Ukraine,62426,63472
Wenxicun,Zhejiang,China,62407,97858
Taylor,Michigan,United States,62405,94667
Shuya,Ivanovskaya Oblast,Russia,62400,14677
Hendersonville,Tennessee,United States,62390,83508
Zouerate,Tiris Zemmour,Mauritania,62380,90865
Berekum,Bono,Ghana,62364,60617
Ranipet,Tamil Nadu,India,62360,96029
Ambilobe,Antsiranana,Madagascar,62346,28595
Wundanyi,Taita/Taveta,Kenya,62340,97459
Kolding,Syddanmark,Denmark,62338,70148
Camocim,Ceara,Brazil,62326,56926
Kesamudram,Andhra Pradesh,India,62323,85271
Villa Dominico,Buenos Aires,Argentina,62315,44457
Ras Tanura,Ash Sharqiyah,Saudi Arabia,62314,52531
Puerto Penasco,Sonora,Mexico,62301,83263
Bainet,Sud-Est,Haiti,62300,83300
Kattagan,Navoiy,Uzbekistan,62300,73171
Riosucio,Caldas,Colombia,62296,55771
Sanford,Florida,United States,62292,76354
Shangtangcun,Guangdong,China,62287,47289
Carazinho,Rio Grande do Sul,Brazil,62265,43892
Kolda,Kolda,Senegal,62258,81196
Nagari,Andhra Pradesh,India,62253,48409
Nordre Fale,Viken,Norway,62245,44470
Napier,Hawkes Bay,New Zealand,62241,28385
La Habra,California,United States,62233,33296
Sherkot,Uttar Pradesh,India,62226,71716
Tighenif,Mascara,Algeria,62210,99152
Mandi Dabwali,Haryana,India,62207,36382
Esperanza,Cibao Noroeste,Dominican Republic,62205,86675
Herten,North Rhine-Westphalia,Germany,62204,32419
Camaqua,Rio Grande do Sul,Brazil,62200,91238
Santarem,Santarem,Portugal,62200,49291
Asaka,Andijon,Uzbekistan,62200,22397
Panchari Bazar,Chattogram,Bangladesh,62198,67888
Offenburg,Baden-Wurttemberg,Germany,62195,45169
Bannu,Khyber Pakhtunkhwa,Pakistan,62191,72182
Cyuve,Northern Province,Rwanda,62179,52249
Kungur,Permskiy Kray,Russia,62173,38341
Bergheim,North Rhine-Westphalia,Germany,62172,85603
Boituva,Sao Paulo,Brazil,62170,56144
Raghogarh,Madhya Pradesh,India,62163,71772
Horizon West,Florida,United States,62152,89360
Twickenham,Richmond upon Thames,United Kingdom,62148,23444
Agia Paraskevi,Attiki,Greece,62147,55647
Analavory,Antananarivo,Madagascar,62130,20974
Figueira da Foz,Coimbra,Portugal,62125,48383
Dearborn Heights,Michigan,United States,62099,91552
Aurora,Quezon,Philippines,62097,12956
Narwana,Haryana,India,62090,18077
Vigevano,Lombardy,Italy,62076,46490
Cabaret,Ouest,Haiti,62063,65612
Aurora,Ontario,Canada,62057,46159
Okha,Gujarat,India,62052,49710
Korogwe,Tanga,Tanzania,62032,93536
Turhal,Tokat,Turkey,62030,23806
Derik,Mardin,Turkey,62028,88345
Nova Odessa,Sao Paulo,Brazil,62019,90391
Meshkin Dasht,Tehran,Iran,62005,16458
San Francisco,Cordoba,Argentina,62001,45524
Sihushan,Hunan,China,62000,16853
Bhabhua,Bihar,India,61999,50477
Koshizuka,Kumamoto,Japan,61997,42222
San Francisco de los Romo,Aguascalientes,Mexico,61992,28320
Manicaragua,Villa Clara,Cuba,61990,62243
Rouiba,Alger,Algeria,61984,55615
Tendo,Yamagata,Japan,61981,27352
Borj el Qoble,Liban-Sud,Lebanon,61973,82833
St. Cloud,Florida,United States,61963,13203
Arua,Arua,Uganda,61962,49267
Nanjangud,Karnataka,India,61961,47941
Camotan,Chiquimula,Guatemala,61958,92809
Mongagua,Sao Paulo,Brazil,61951,35368
Tagajo,Miyagi,Japan,61937,87186
Yongbei,Yunnan,China,61932,40984
Pontiac,Michigan,United States,61914,51941
Richland,Washington,United States,61912,82918
Cambanugoy,Davao del Norte,Philippines,61893,62683
Satbayev,Ulytau,Kazakhstan,61883,10801
Al Khawr,Al Khawr wa adh Dhakhirah,Qatar,61877,57965
Zengqiao,Hunan,China,61872,95269
Siddhapur,Gujarat,India,61867,19969
Plato,Magdalena,Colombia,61856,45969
Mitoyo,Kagawa,Japan,61838,92269
Patnos,Agr,Turkey,61837,42449
Sao Miguel dos Campos,Alagoas,Brazil,61797,35705
Diphu,Assam,India,61797,70303
Zory,Slaskie,Poland,61793,38363
Leszno,Wielkopolskie,Poland,61791,40720
Runcorn,Halton,United Kingdom,61789,19972
Nakhyaungcharipara,Chattogram,Bangladesh,61788,43351
Nkawkaw,Eastern,Ghana,61785,46145
Hatogaya-honcho,Saitama,Japan,61781,97948
Neu-Ulm,Baden-Wurttemberg,Germany,61780,99614
Marietta,Georgia,United States,61773,98116
Camabatela,Cuanza-Norte,Angola,61769,66235
Songkhla,Songkhla,Thailand,61758,24855
Hita,Oita,Japan,61755,46169
Morada Nova,Ceara,Brazil,61738,56404
Florence-Graham,California,United States,61723,29569
Jhargram,West Bengal,India,61712,64437
Afragola,Campania,Italy,61712,58506
Santo Amaro,Bahia,Brazil,61702,35738
Yangiyul,Toshkent,Uzbekistan,61700,16772
Sungo,Cuanza-Sul,Angola,61682,29731
